1.586104497649012124e-01,-3.137796507749942010e-01,2.464990121037926793e-02,-7.638970951680476573e-02,2.419945997353039890e-01,-4.761224710568467411e-01,5.266410517652939105e-02,-1.455504282099338298e-01,-1.302253478136138620e-01,2.149119620477737969e-01,1.692412837550469618e-01,3.646941348897161927e-01,-4.716564299275795014e-01,-1.580036591737119800e-01,5.686555303990518950e-02,-2.261582430252587206e-01,-5.109477993066097179e-02,1.096379316286486688e-02,1.035842882640791579e-01,1.666070151738211214e-01,-2.049572169334392402e-01,9.562138438843942323e-02,-3.312911052770291936e-02,-7.072955843832550160e-01,-3.780072031588655457e-01,3.485442301899323581e-01,1.138886648481499120e-01,-1.963821202929264681e-02,-1.799398463896528105e-02,-1.733268367981606883e-01,7.323005950155898891e-02,-5.829353473534949759e-02,1.297723840454812760e-01,-2.667467183520829677e-01,-5.416895957767723507e-02,-8.394980961125206309e-02,-1.308433047955712414e-01,-3.305639351510140100e-01,7.357024400946208728e-03,-2.775343762558515337e-01,1.477898668667287085e-01,-1.008770916239739024e-01,5.578047783074137345e-02,2.126675848274173497e-01,-5.401425100463498608e-02,-6.011715360489160165e-02,-1.267641665794684847e-01,2.288487843775365571e-01
8.632371323945239872e-02,-1.004371157950026544e-01,2.685333030519401198e-01,-2.394633307913984765e-02,7.898741048531791875e-02,7.079686946588376051e-02,4.138806968992451152e-01,5.510227463596458763e-01,-3.194333407503211486e-01,-1.502139539581800465e-01,2.184296603337800569e-01,5.263691385754940000e-02,-6.744455045281501082e-01,-6.798575764391234788e-02,3.559837674534053198e-01,-1.355311831358871899e-01,1.251376517330132776e-01,1.863122052338130330e-01,-4.936866163877503405e-02,6.637835376851105584e-01,-1.114257419737566535e-01,-4.920725824091256029e-01,-1.134097477267138887e-01,1.248921445718984566e-03,3.478099819028934725e-02,9.303847478120803871e-02,-4.536963337374025351e-02,2.032509001148128103e-01,-2.851723358469541170e-01,-1.888260267917697688e-01,-1.772070128450442712e-03,5.085470340586305260e-02,-1.187030558516418144e-01,1.286222019230287006e-01,-2.740537509399600391e-01,-1.032539758364491578e-01,-2.748296986429926703e-01,-6.762389406466029484e-02,-2.576152454820222482e-01,-3.189367990971608280e-01,-2.519395624164764147e-01,-2.683971168298324161e-01,1.103585699525474750e-01,-1.292447878174324272e-01,-4.474043086752225729e-01,-5.514000920165866848e-01,2.324458910343180085e-01,-1.708192055804205467e-01
2.273015998049016662e-01,-1.547189164937607005e-02,-3.561344203725785081e-03,-3.409032877792077254e-02,-1.436912715951947361e-01,-4.088697300329315332e-01,2.392235025820121930e-01,-1.391093153599859689e-01,-4.992140155969795184e-02,-1.106466237264115832e-01,-2.203634661046302845e-01,1.377215631501573813e-02,1.252652146521943122e-01,1.695071546244488747e-01,9.806012381761879722e-04,2.195370032319640397e-01,1.915239963141987800e-01,1.654572322262520129e-02,-6.408073583541946949e-02,2.405263643183253586e-01,4.622290285137241050e-01,4.127248083720000404e-02,4.851330290559202063e-01,-2.454028891275016402e-02,-9.575754136301044273e-02,-1.919064105844889012e-01,5.178765884850260182e-02,-1.887031980377537055e-01,4.781092215256553257e-01,-1.889254549889605173e-01,2.685241254188657223e-01,-2.756486698137393665e-01,-1.847269792594712912e-01,-1.978124214799964753e-01,-7.869072402116319975e-02,-2.392763553786412048e-02,-6.462443638454865372e-03,1.604924653186575734e-01,-2.365209626773006890e-01,1.241680355604848074e-01,-2.356897334015340129e-01,1.172302977052457618e-01,-2.046355578519582497e-01,-7.750260317592232162e-02,-3.359210405051007431e-01,-3.638958977791878491e-02,4.588570191663666198e-01,-4.633748932368189632e-02
4.855450228035634863e-01,1.807306209679537812e-01,2.828587198571282935e-01,-2.689853187844163523e-02,-5.552871752860187859e-01,1.186997501499737206e-01,-5.820011760433120573e-02,-3.107367800528005874e-01,-2.987152032559106662e-01,-4.399748926471459820e-02,7.932312299098684405e-02,-3.700362475517186556e-01,-2.199632249692076991e-01,4.038067610241923289e-01,3.197403148396541495e-01,-1.000177301806521868e-01,-5.275881103966270635e-02,3.166752109019764783e-01,2.712520673154480977e-01,-5.815413964618328102e-02,5.837465218148396584e-01,-1.627915222452024913e-01,-4.692863023224761454e-01,-5.915715629290062977e-02,-4.670755828733455517e-02,-1.269716455207622607e-01,-3.066035585792807952e-02,-3.104421464479066306e-01,-4.708437368136021706e-02,9.310236036574355556e-02,-3.184293159303728388e-02,5.336120712643444008e-01,-9.699244130232061167e-02,3.375725518900192235e-01,-2.654420378489610877e-01,-1.841009328144127544e-02,-1.771710154901985287e-02,3.528588907459674906e-01,-6.144328591002894135e-02,2.503534702869720241e-01,-1.182073509828070329e-01,-4.316530577534999913e-01,-4.098737361097431336e-02,3.954740861985400757e-01,2.653156971524527064e-02,-8.524264845333379137e-02,1.379454101835747848e-01,-4.239944266480723950e-02
2.446423026541106882e-01,-4.097036735518084366e-02,7.549275133586272335e-02,9.511329264565569763e-02,-1.613436201091078201e-02,-1.440382794588480897e-01,-4.327019452627891005e-01,4.721151646317774953e-01,1.846307655954495530e-01,3.455112088178511343e-01,-3.244319001360589927e-01,1.860950629927118904e-02,-1.121288420960746407e-01,4.194887744331938367e-02,1.832240094648836526e-01,-5.906820955606630064e-02,-3.371476565395289948e-02,6.663791726450048192e-02,2.635572067368589094e-03,-2.907890580748303394e-03,-4.588524942817826524e-01,5.218904189231834100e-03,3.326746722284729674e-01,-5.806179736631271737e-01,-3.332533300794224829e-01,-2.491755804931390095e-01,-2.962568818213020747e-02,-8.202802604729322877e-02,3.313200738639502929e-01,2.592766288291299959e-01,3.226490292029720042e-01,-2.150262898642356091e-01,-1.336245330829486655e-01,6.288386724827408347e-01,6.889656204972756104e-01,-3.286413090295481343e-01,-1.565969268046927543e-01,1.585388418798888976e-01,-5.762969761196614499e-02,5.994928232383207600e-01,-4.813381256887133697e-01,-2.058764621804549666e-01,-1.876057178819943994e-01,-2.583428218985620028e-01,-2.922626372882627388e-01,3.484145652377264590e-01,-2.067132504213193833e-01,-2.255939187840509119e-01
2.310625458541915034e-02,3.312884371892008684e-01,1.807861439887057664e-01,-1.121332731997948667e-01,-3.167347140625891705e-02,1.833285670271340706e-01,-5.835120927321820611e-02,1.623136909645431225e-01,-1.656310637252846052e-01,2.111869934125792658e-01,-3.741834829735971590e-01,3.084830439731465340e-02,-7.595072556127226149e-02,-2.558431116171109854e-01,2.339291277184578077e-01,1.968926492233965542e-01,-3.219624490884229195e-01,-1.730111365504191645e-01,-3.984783260481451761e-02,4.540388086105726639e-01,7.203514478606810878e-02,1.366360610963613942e-01,1.833505336448841283e-01,2.106731382431462629e-01,4.304132757009295762e-01,3.794590020921682211e-02,-1.531477660761458234e-02,-2.241560320192247380e-01,-1.366384854815376471e-01,2.139171616313224542e-02,3.247666993860696179e-03,-1.636377971601367665e-01,-1.999276157392592679e-01,-7.040412568117741798e-02,-2.508234835603097984e-02,-1.557072943053409153e-01,-2.888304662715543980e-01,2.618021621282466405e-01,-2.796350613280701447e-01,-4.561538446670850011e-02,-3.061457438343005433e-01,-2.085549104171610379e-01,4.045042561367078182e-01,1.758386880980808420e-01,-1.189846600492276002e-01,1.021946620853051990e-01,3.896624563042096479e-01,-4.332888430156937587e-01
-3.197718430519163046e-01,1.675325183599976619e-01,1.726701574621084534e-01,2.568740069360430289e-04,3.633707646882132214e-01,2.645099830144133635e-01,-1.955030972309169113e-01,3.237055359967916379e-02,3.269525335516941245e-01,3.345483755054785568e-01,-5.973981357092034844e-02,-9.653325462346547259e-02,1.322426195279160221e-01,-1.758404694748280095e-01,-1.476140227543071837e-01,-2.544958374516805705e-02,1.919186520550121566e-02,7.764918207766637048e-02,2.685039503159246110e-01,4.634251954260059682e-03,-4.464399945670993186e-01,-1.323275890666266996e-01,-1.289542678736873248e-02,1.228062613240847312e-01,3.416727574072777641e-03,-8.986994153380797878e-02,3.989832370095772185e-01,3.166835447470168208e-01,-2.606350362300549062e-01,2.730313398429638494e-01,-3.267086449708132834e-02,-6.464547941112544494e-02,2.993132313369366582e-01,-2.520394373848426350e-01,4.365266929480782765e-01,7.145085465588267570e-02,-3.862624016987288300e-01,-1.252589508638087823e-01,-1.754758265037850429e-01,1.356897218756616397e-01,-5.815487943923097931e-03,1.760073139721625435e-01,2.226814286118749819e-01,2.530292238440254304e-01,9.453456202890468674e-02,4.696646946894477564e-02,3.972609105569995802e-01,6.083294440053699584e-03
-2.629088122660804272e-01,1.116533680939395951e-01,-1.423825107925272282e-01,5.434024437654265682e-01,6.148916910221328578e-04,-1.039906258373285847e-01,5.841031047714031477e-01,2.407090478093591723e-01,3.065393274700872750e-01,-2.855599636624609958e-02,2.746284458488611468e-01,5.580173518356923434e-01,5.735744091752452423e-02,1.591931960679527913e-01,-3.336745835066479843e-03,-1.388902486113917367e-01,-8.797778730229711963e-02,4.553115536909431715e-01,2.392308843997599868e-02,-4.924191380102751342e-02,2.419620235035043754e-01,-3.592821756212101203e-01,-2.616329957249202143e-01,1.123122397004202438e-02,8.902821582783011778e-02,1.878421950295246501e-01,-1.707901173675027973e-01,2.734754700270630376e-02,7.420481131773513928e-02,6.204259243709857319e-02,1.929482726103750115e-02,6.667391450099717509e-02,1.632099972405669785e-01,1.197079218252827398e-01,2.292065089487028973e-01,1.684761158598864772e-01,1.781793571075439286e-02,-3.208409895814178792e-01,2.363091940200356122e-01,-3.711725146833482203e-01,5.212033876457713294e-02,-1.410927299393451018e-01,9.098061176349750423e-02,1.267193339449029788e-01,8.310777914307534986e-02,-3.629649104388214531e-01,2.506032218286656787e-01,-3.454340187586286137e-01
2.825612994343185136e-02,-3.166162201954639821e-01,3.187749960130539240e-01,-1.443227840534969976e-02,-5.520316552778525843e-02,1.030577886593471298e-01,1.609421089495694998e-02,-3.094530824675352232e-01,-1.059420544103354123e-01,-1.197392518038023629e-01,-2.837793089048258333e-01,-1.359312027852918048e-01,-1.322037815761486768e-01,2.342909035296489480e-04,-1.452655490421140283e-01,-2.900564595352926878e-01,3.921962246907849670e-01,3.006695781555466726e-02,-9.759507737314546127e-02,1.560253012187704236e-01,5.306863292210180216e-02,-1.620505530585978071e-01,-1.060334096479971927e-01,-2.301615183588445468e-01,-7.998326209406306231e-02,2.289685525879877614e-01,-1.614050585829642781e-01,-2.212253975383099425e-01,4.883991283041702602e-02,4.097579504050650190e-01,1.426780252930749393e-01,2.249105565383265892e-01,1.703209299832427470e-01,-1.361727518686864369e-02,-1.008785792161659561e-01,4.212418259850922789e-03,-4.191177250859098313e-01,-2.815719702558958093e-01,-2.907272225507634422e-01,2.273702441835940002e-01,-3.274861031284707069e-01,1.940392759312037710e-02,4.078600516021201050e-02,-5.317438064805043996e-02,-1.442791697907466475e-01,-3.322412511175463212e-01,-6.441621025199467665e-02,1.281251855168188403e-01
-2.606398827655944175e-02,-2.041913062829678605e-01,4.118152061772857586e-03,4.293576998004989820e-01,1.121531115566468118e-01,9.976490047967447039e-02,3.354018699908713486e-01,-1.428646189580761068e-02,-1.865105071367275102e-01,3.120299613719142995e-01,3.287646207846929292e-01,2.583807528392906838e-01,-1.654562426464025737e-01,3.544237778858932431e-01,5.604147585005850862e-01,3.786599941161494232e-01,2.542933817683542541e-01,-1.091217263695612588e-01,1.534392611514078519e-01,1.641020265165044623e-01,1.703022241446759677e-01,1.582349483955888814e-02,-2.067875156723781305e-01,-1.687306745171845701e-01,-3.510106048906033172e-01,-7.007605570081329449e-02,2.207822503925239710e-01,1.219684108849163201e-01,-7.488974974439595311e-02,2.731329583213858436e-01,-8.973653918226173754e-02,2.182694985377873764e-01,2.754668062788092620e-01,-3.936002710627165557e-01,1.151256999497960593e-01,-2.996532574629202084e-01,5.444269818669243977e-01,2.103810603040283111e-01,-2.640572753845432663e-01,1.488491335913645908e-01,7.585409728665391815e-02,1.742337353823152912e-01,-6.620157817393489477e-03,2.946206497948195002e-01,-2.805581848965424396e-01,7.887077021572494462e-02,-9.247574486500086122e-02,-1.609952278295112282e-01
